id;updatedDate;publishedDate;title;summary;authors;category;metaData;downloadLink;filePath
http://arxiv.org/abs/1210.7171v1;2012-10-26T15:56:31Z;2012-10-26T15:56:31Z;HypercomputationTowardsAnExtensionOfTheClassicalNotionOfComputability.pdf;  The Purpose Of This Thesis Is To Make An Analysis Of The Concept Ofhypercomputation And Of Some Hypermachines. This Thesis Is Separated In Threemain Parts. We Start In The First Chapter With An Analysis Of The Concept Ofclassical Computability With The Turing Machine And The Church Turing Thesis Asa Main Reference And Afterwards, In The Second Chapter, We Continue With Ananalysis Of Hypercomputation And Some Hypermachines. Attention Is Given To Thepossible Physical Realization Of These Machines And Their Usefulness. In Thethird Chapter A Superficial Introduction To Quantum Computing Is Made And Abrief Analysis To A Quantum Hypercomputational Model, Tien D. Kieu's Adiabaticquantum Computing.;Gentian Kasa;cs.CC;0;http://arxiv.org/pdf/1210.7171v1.pdf;./files/HypercomputationTowardsAnExtensionOfTheClassicalNotionOfComputability.pdf
http://arxiv.org/abs/1904.00289v1;2019-03-30T21:14:09Z;2019-03-30T21:14:09Z;OnTheEstimationAndUseOfStatisticalModellingInInformationRetrieval.pdf;"  Several Tasks In Information Retrieval  Ir  Rely On Assumptions Regarding Thedistribution Of Some Property  Such As Term Frequency  In The Data Beingprocessed. This Thesis Argues That Such Distributional Assumptions Can Lead Toincorrect Conclusions And Proposes A Statistically Principled Method Fordetermining The ""true"" Distribution. This Thesis Further Applies This Method Toderive A New Family Of Ranking Models That Adapt Their Computations To Thestatistics Of The Data Being Processed. Experimental Evaluation Shows Resultson Par Or Better Than Multiple Strong Baselines On Several Trec Collections.overall, This Thesis Concludes That Distributional Assumptions Can Be Replacedwith An Effective, Efficient And Principled Method For Determining The ""true""distribution And That Using The ""true"" Distribution Can Lead To Improvedretrieval Performance.";Casper Petersen;cs.IR;Phd thesis;http://arxiv.org/pdf/1904.00289v1.pdf;./files/OnTheEstimationAndUseOfStatisticalModellingInInformationRetrieval.pdf
http://arxiv.org/abs/0803.0421v1;2008-03-04T11:50:37Z;2008-03-04T11:50:37Z;CombinatorialKoszulHomologyComputationsAndApplications.pdf;  With A Particular Focus On Explicit Computations And Applications Of Thekoszul Homology And Betti Numbers Of Monomial Ideals, The Main Goals Of Thisthesis Are The Following   Analyze The Koszul Homology Of Monomial Ideals And Apply It To Describe Thestructure Of Monomial Ideals. Describe Algorithms To Perform Efficientcomputations Of The Homological Invariants Of Monomial Ideals. Apply The Theoryand Computations On Monomial Ideals To Problems Inside And Outside Mathematics  The Thesis Introduces As A Main Tool Mayer Vietoris Trees Of Monomial Ideals.;Eduardo Saenz-de-Cabezon;math.AC;PhD Thesis;http://arxiv.org/pdf/0803.0421v1.pdf;./files/CombinatorialKoszulHomologyComputationsAndApplications.pdf
http://arxiv.org/abs/1207.6622v1;2012-07-27T19:35:05Z;2012-07-27T19:35:05Z;EffectiveBanachSpaces.pdf;"  This Thesis Addresses Pour El And Richards' Fourth Question From Their Book""computability In Analysis And Physics"", Concerning The Relation Between Higherorder Recursion Theory And Computability In Analysis.  Among Other Things It Is Shown That There Is A Computability Structure Thatis Uncountable. The Example Given Is A Structure On The Banach Space Of Boundedlinear Operators On The Set Of Almost Periodic Functions.";Bjørn Kjos-Hanssen;math.LO;"Master's thesis, University of Oslo, 1997. Adviser: Dag Normann.
  Translated from Norwegian. Original title: ""Effektive Banach-rom""";http://arxiv.org/pdf/1207.6622v1.pdf;./files/EffectiveBanachSpaces.pdf
http://arxiv.org/abs/1408.1240v1;2014-08-06T10:51:39Z;2014-08-06T10:51:39Z;ComputingZ_top.pdf;  This Is The Text Of My Habilitation Thesis Defended At The \'ecole Normalesup\'erieure. The Topological String Presents An Arena In Which Many Featuresof String Theory Proper, Such As The Interplay Between Worldsheet And Targetspace Descriptions Or Open Closed Duality, Can Be Distilled Into Computationaltechniques Which Yield Results Beyond Perturbation Theory. In This Thesis, Iwill Summarize My Research Activity In This Area. The Presentation Is Organizedaround Computations Of The Topological String Partition Function Z_top Based Onvarious Perspectives On The Topological String.;Amir-Kian Kashani-Poor;hep-th;45+6 pages, habilitation thesis;http://arxiv.org/pdf/1408.1240v1.pdf;./files/ComputingZ_top.pdf
http://arxiv.org/abs/0903.4570v1;2009-03-25T20:48:28Z;2009-03-25T20:48:28Z;FirstPrinciplesStudyOfInteinReactionMechanisms.pdf;  This Doctoral Thesis Describes Computational Research Into Intein Reactionmechanisms.;Philip Shemella;physics.bio-ph;0;http://arxiv.org/pdf/0903.4570v1.pdf;./files/FirstPrinciplesStudyOfInteinReactionMechanisms.pdf
http://arxiv.org/abs/1211.2483v1;2012-11-12T00:02:29Z;2012-11-12T00:02:29Z;GuardingAndSearchingPolyhedra.pdf;  We Tackle The Art Gallery Problem And The Searchlight Scheduling Problem In3 Dimensional Polyhedral Environments, Putting Special Emphasis On Edge Guardsand Orthogonal Polyhedra.;Giovanni Viglietta;cs.CG;Ph.D. thesis;http://arxiv.org/pdf/1211.2483v1.pdf;./files/GuardingAndSearchingPolyhedra.pdf
http://arxiv.org/abs/0907.0516v1;2009-07-03T02:21:36Z;2009-07-03T02:21:36Z;AdaptationAndSelfOrganizationInEvolutionaryAlgorithms.pdf;  Abbreviated Abstract  The Objective Of Evolutionary Computation Is To Solvepractical Problems  E.g. Optimization, Data Mining  By Simulating Themechanisms Of Natural Evolution. This Thesis Addresses Several Topics Relatedto Adaptation And Self Organization In Evolving Systems With The Overall Aimsof Improving The Performance Of Evolutionary Algorithms  Ea , Understanding Itsrelation To Natural Evolution, And Incorporating New Mechanisms For Mimickingcomplex Biological Systems.;James M Whitacre;cs.NE;PhD Thesis;http://arxiv.org/pdf/0907.0516v1.pdf;./files/AdaptationAndSelfOrganizationInEvolutionaryAlgorithms.pdf
http://arxiv.org/abs/1307.6599v1;2013-07-24T21:58:58Z;2013-07-24T21:58:58Z;TowardsAChurchTuringThesisForInfinitaryComputations.pdf;  We Consider The Question Whether There Is An Infinitary Analogue Of Thechurch Turing Thesis. To This End, We Argue That There Is An Intuitive Notionof Transfinite Computability And Build A Canonical Model, Called Idealizedagent Machines  $iam$s  Of This Which Will Turn Out To Be Equivalent Instrength To The Ordinal Turing Machines Defined By P. Koepke.;Merlin Carl;math.LO;0;http://arxiv.org/pdf/1307.6599v1.pdf;./files/TowardsAChurchTuringThesisForInfinitaryComputations.pdf
http://arxiv.org/abs/1706.08318v2;2017-07-11T14:10:38Z;2017-06-26T11:00:43Z;PhdThesisMultipartiteEntanglementAndQuantumAlgorithms.pdf;  Phd Thesis Dealing With Various Aspects Of Multipartite Entanglement, Such Asentanglement Measures, Absolutely Maximally Entangled States, Bellinequalities, Entanglement Spectrum And Quantum Frustration. Also Some Quantumalgorithms Run With The Ibm Quantum Computer Are Covered, Together With Othersapplied To Adiabatic Quantum Computation And Quantum Thermodynamics.;Daniel Alsina;quant-ph;186 pages;http://arxiv.org/pdf/1706.08318v2.pdf;./files/PhdThesisMultipartiteEntanglementAndQuantumAlgorithms.pdf
http://arxiv.org/abs/1412.8341v1;2014-12-29T13:47:06Z;2014-12-29T13:47:06Z;SpectralClassificationUsingConvolutionalNeuralNetworks.pdf;  There Is A Great Need For Accurate And Autonomous Spectral Classificationmethods In Astrophysics. This Thesis Is About Training A Convolutional Neuralnetwork  Convnet  To Recognize An Object Class  Quasar, Star Or Galaxy  Fromone Dimension Spectra Only. Author Developed Several Scripts And C Programs Fordatasets Preparation, Preprocessing And Postprocessing Of The Data. Eblearnlibrary  Developed By Pierre Sermanet And Yann Lecun  Was Used To Createconvnets. Application On Dataset Of More Than 60000 Spectra Yielded Successrate Of Nearly 95%. This Thesis Conclusively Proved Great Potential Ofconvolutional Neural Networks And Deep Learning Methods In Astrophysics.;Pavel Hála;cs.CV;71 pages, 50 figures, Master's thesis, Masaryk University;http://arxiv.org/pdf/1412.8341v1.pdf;./files/SpectralClassificationUsingConvolutionalNeuralNetworks.pdf
http://arxiv.org/abs/quant-ph/0305025v1;2003-05-05T23:32:30Z;2003-05-05T23:32:30Z;Decoherence,Control,AndSymmetryInQuantumComputers.pdf;  In This Thesis We Describe Methods For Avoiding The Detrimental Effects Ofdecoherence While At The Same Time Still Allowing For Computation Of Thequantum Information. The Philosophy Of The Method Discussed In The First Partof This Thesis Is To Use A Symmetry Of The Decoherence Mechanism To Find Robustencodings Of The Quantum Information. Stability, Control, And Methods For Usingdecoherence Free Information In A Quantum Computer Are Presented With Aspecific Emphasis On Decoherence Due To A Collective Coupling Between Thesystem And Its Environment. Universal Quantum Computation On Such Collectivedecoherence Decoherence Free Encodings Is Demonstrated. Rigorous Definitions Ofcontrol And The Use Of Encoded Universality In Quantum Computers Are Addressed.explicit Gate Constructions For Encoded Universality On Ion Trap And Exchangebased Quantum Computers Are Given. In The Second Part Of The Thesis We Examinephysical Systems With Error Correcting Properties. We Examine Systems That Canstore Quantum Information In Their Ground State Such That Decoherence Processesare Prohibited Via Energetics. We Present The Theory Of Supercoherent Systemswhose Ground States Are Quantum Error Detecting Codes And Describe A Spinladder Whose Ground State Has Both The Error Detecting And Correctingproperties. We Conclude By Discussing Naturally Fault Tolerant Quantumcomputation.;D. Bacon;quant-ph;261 pages, Ph.D. thesis, University of California, Berkeley, 2001;http://arxiv.org/pdf/quant-ph/0305025v1.pdf;./files/Decoherence,Control,AndSymmetryInQuantumComputers.pdf
http://arxiv.org/abs/1812.04431v1;2018-12-06T00:06:54Z;2018-12-06T00:06:54Z;DistributedWeightBalancingInDirectedTopologies.pdf;  This Doctoral Thesis Concerns Novel Distributed Algorithms For Weightbalancing Over Directed  Communication  Topologies. A Directed Topology Digraph  With Nonnegative  Or Positive  Weights Assigned On Each Edge Isweight Balanced If, For Each Node, The Sum Of The Weights Of In Coming Edgesequals The Sum Of The Weights Of Out Going Edges. The Novel Algorithmsintroduced In This Thesis Can Facilitate The Development Of Strategies Forgenerating Weight Balanced Digraphs, In A Distributed Manner, And Find Numerousapplications In Coordination And Control Of Multi Component Systems. In Thefirst Part Of This Thesis, We Introduce A Novel Distributed Algorithm Thatoperates Over A Static Topology And Solves The Weight Balancing Problem Whenthe Weights Are Restricted To Be Nonnegative Integers. In The Second Part Ofthe Thesis, We Present A Novel Distributed Algorithm Which Solves The Integerweight Balancing Problem In The Presence Of Arbitrary  Time Varying Andinhomogeneous  Delays That Might Affect The Transmission At A Particular Linkat A Particular Time. In The Third Part Of This Thesis, We Present A Noveldistributed Algorithm For Obtaining Admissible And Balanced Integer Weights Forthe Case When There Are Lower And Upper Weight Constraints On The Communicationlinks. In The Fourth Part Of This Thesis We Present A Novel Distributedalgorithm Which Solves The Integer Weight Balancing Problem Under Lower Andupper Weight Constraints Over The Communication Links For The Case Wherearbitrary  Time Varying And Inhomogeneous  Time Delays And Possible Packetdrops Affect The Transmission At A Particular Link At A Particular Time.;Apostolos I. Rikos;cs.DC;doctoral thesis;http://arxiv.org/pdf/1812.04431v1.pdf;./files/DistributedWeightBalancingInDirectedTopologies.pdf
http://arxiv.org/abs/0710.3210v1;2007-10-17T02:51:48Z;2007-10-17T02:51:48Z;Entanglement,Invariants,AndPhylogenetics.pdf;  This Thesis Develops And Expands Upon Known Techniques Of Mathematicalphysics Relevant To The Analysis Of The Popular Markov Model Of Phylogenetictrees Required In Biology To Reconstruct The Evolutionary Relationships Oftaxonomic Units From Biomolecular Sequence Data. The Techniques Of Mathematicalphysics Are Plethora And Have Been Developed For Some Time. The Markov Model Ofphylogenetics And Its Analysis Is A Relatively New Technique Where Mostprogress To Date Has Been Achieved By Using Discrete Mathematics. This Thesistakes A Group Theoretical Approach To The Problem By Beginning With Aremarkable Mathematical Parallel To The Process Of Scattering In Particlephysics. This Is Shown To Equate To Branching Events In The Evolutionaryhistory Of Molecular Units. The Major Technical Result Of This Thesis Is Thederivation Of Existence Proofs And Computational Techniques For Calculatingpolynomial Group Invariant Functions On A Multi Linear Space Where The Groupaction Is That Relevant To A Markovian Time Evolution. The Practical Results Ofthis Thesis Are An Extended Analysis Of The Use Of Invariant Functions Indistance Based Methods And The Presentation Of A New Reconstruction Techniquefor Quartet Trees Which Is Consistent With The Most General Markov Model Ofsequence Evolution.;J G Sumner;q-bio.QM;PhD thesis;http://arxiv.org/pdf/0710.3210v1.pdf;./files/Entanglement,Invariants,AndPhylogenetics.pdf
http://arxiv.org/abs/1104.0102v1;2011-04-01T07:57:33Z;2011-04-01T07:57:33Z;AInfinityStructuresOnTheAlgebraOfExtensionsOfVermaModulesInTheParabolicCategoryO.pdf;  This Is The Author's Diploma Thesis. In The First Part Of The Thesis Thealgebra Structure On The Ext Spaces Ext^k M X , M Y   Of Verma Modules M X  Andm Y  In The Parabolic Category O For The Case Of The Parabolic Subalgebrasgl N  X Gl M  For N=1 And N=2 Is Computed And Expressed In Terms Of Quivers.for Arbitrary N, More General Results About Hom Spaces Of Projective Modulesare Achieved. The Second Part Of The Thesis Deals With A Infinity Structures Onthe Algebras Described Above. An Explicit Construction For A Minimal Model Isgiven And All Higher Multiplications Are Determined In The Cases N=1 And N=2.in The First Case The Algebra Turns Out To Be Formal. The Main Result Of Thethesis Is Presented In The General Vanishing Theorem. It Says That Forarbitrary N We Get A Minimal Model With Vanishing M_k For K > N^2 1. The Toolsused For This Proof Are Developed Throughout The Entire Thesis.;Angela Klamt;math.RT;0;http://arxiv.org/pdf/1104.0102v1.pdf;./files/AInfinityStructuresOnTheAlgebraOfExtensionsOfVermaModulesInTheParabolicCategoryO.pdf
http://arxiv.org/abs/1601.07224v1;2016-01-26T23:31:05Z;2016-01-26T23:31:05Z;Bachelor'sThesisOnGenerativeProbabilisticProgrammingInRussianLanguage,June2014.pdf;  This Bachelor's Thesis, Written In Russian, Is Devoted To A Relatively Newdirection In The Field Of Machine Learning And Artificial Intelligence, Namelyprobabilistic Programming. The Thesis Gives A Brief Overview To The Alreadyexisting Probabilistic Programming Languages  Church, Venture, And Anglican. Italso Describes The Results Of The First Experiments On The Automatic Inductionof Probabilistic Programs. The Thesis Was Submitted, In June 2014, In Partialfulfilment Of The Requirements For The Degree Of Bachelor Of Science Inmathematics In The Department Of Mathematics And Computer Science, Siberianfederal University, Krasnoyarsk, Russia. The Work, Which Is Described In Thisthesis, Has Been Performing In 2012 2014 In The Massachusetts Institute Oftechnology And In The University Of Oxford By The Colleagues Of The Author Andby Himself.;Yura N Perov;cs.AI;49 pages, in Russian;http://arxiv.org/pdf/1601.07224v1.pdf;./files/Bachelor'sThesisOnGenerativeProbabilisticProgrammingInRussianLanguage,June2014.pdf
http://arxiv.org/abs/hep-ph/0405295v1;2004-05-30T01:00:23Z;2004-05-30T01:00:23Z;ApplicationsOfInstantonsToHadronicProcesses.pdf;  In This Thesis We Study Two Processes In Which Instantons May Play Animportant Role  The Decays Of Charmonium States $\eta_c$, $\chi_c$ And Glueballand The Ozi Violation In Channels Relevant To The Proton Spin Decompositionpuzzle. We Also Present An Algorithm For Computation Of Integrals Over Compactgroups And Exemplify It On Integrals Over Su N  Fundamental And Adjointrepresentations.;Valeriu Zetocha;hep-ph;Ph.D. thesis. Advisor: Thomas Schaefer;http://arxiv.org/pdf/hep-ph/0405295v1.pdf;./files/ApplicationsOfInstantonsToHadronicProcesses.pdf
http://arxiv.org/abs/hep-th/9912021v2;1999-12-08T12:18:35Z;1999-12-03T12:40:45Z;LocalBrstCohomologyForPFormGaugeTheories.pdf;  In This Thesis, We Compute Within The Field Antifield Formalism The Localbrst Cohomology Of Various Theories Involving P Form Gauge Fields. A Particularemphasis Is Put On The Cohomology Groups Corresponding To The Consistent Localinteractions, Counterterms And Candidate Anomalies.;Bernard Knaepen;hep-th;"PhD thesis, Universite Libre de Bruxelles, May 1999. 152 pages, no
  figures, misquotes in references corrected";http://arxiv.org/pdf/hep-th/9912021v2.pdf;./files/LocalBrstCohomologyForPFormGaugeTheories.pdf
http://arxiv.org/abs/1203.4367v1;2012-03-20T10:06:24Z;2012-03-20T10:06:24Z;ThesisReportResourceUtilizationProvisioningInMapreduce.pdf;  In This Thesis Report, We Have A Survey On State Of The Art Methods Formodelling Resource Utilization Of Mapreduce Applications Regard To Itsconfiguration Parameters. After Implementation Of One Of The Algorithms Inliterature, We Tried To Find That If Cpu Usage Modelling Of A Mapreduceapplication Can Be Used To Predict Cpu Usage Of Another Mapreduce Application.;Hamidreza Barati, Nasrin Jaberi, ;cs.DC;0;http://arxiv.org/pdf/1203.4367v1.pdf;./files/ThesisReportResourceUtilizationProvisioningInMapreduce.pdf
http://arxiv.org/abs/1209.5036v6;2019-11-11T09:20:10Z;2012-09-23T07:26:53Z;ProofOfChurch'sThesis.pdf;  We Prove That If Our Calculating Capability Is That Of A Universal Turingmachine With A Finite Tape, Then Church's Thesis Is True. This Way Weaccomplish Post  1936  Program.;Ramón Casares;cs.LO;6 pages;http://arxiv.org/pdf/1209.5036v6.pdf;./files/ProofOfChurch'sThesis.pdf
http://arxiv.org/abs/1210.6186v1;2012-10-23T10:42:03Z;2012-10-23T10:42:03Z;FaddeevRandomPhaseApproximationAppliedToMolecules.pdf;  This Ph.d. Thesis Derives The Equations Of The Faddeev Random Phaseapproximation  Frpa  And Applies The Method To A Set Of Small Atoms Andmolecules. The Occurence Of Rpa Instabilities In The Dissociation Limit Isaddressed In Molecules And By The Study Of The Hubbard Molecule As A Testsystem With Reduced Dimensionality.;Matthias Degroote;physics.chem-ph;Ph.D. thesis;http://arxiv.org/pdf/1210.6186v1.pdf;./files/FaddeevRandomPhaseApproximationAppliedToMolecules.pdf
http://arxiv.org/abs/1211.1127v1;2012-11-06T07:26:49Z;2012-11-06T07:26:49Z;VisualTransferLearningInformalIntroductionAndLiteratureOverview.pdf;  Transfer Learning Techniques Are Important To Handle Small Training Sets Andto Allow For Quick Generalization Even From Only A Few Examples. The Followingpaper Is The Introduction As Well As The Literature Overview Part Of My Thesisrelated To The Topic Of Transfer Learning For Visual Recognition Problems.;Erik Rodner;cs.CV;part of my PhD thesis;http://arxiv.org/pdf/1211.1127v1.pdf;./files/VisualTransferLearningInformalIntroductionAndLiteratureOverview.pdf
http://arxiv.org/abs/1407.7250v1;2014-07-27T15:58:45Z;2014-07-27T15:58:45Z;MappingR&dSupportInfrastructuresAScientometricAndWebometricStudyOfUkScienceParks.pdf;  This Thesis Analyses Uk Sps With An Informetric Approach To Study  1  Therole Of Public Science And Heis In Research And Development  R&d  Networksassociated With Sps, And  2  The Web Based Patterns That Reflect Theconfiguration Of R&d Support Infrastructures Associated With Sps.;David Minguillo;cs.CY;Doctoral thesis;http://arxiv.org/pdf/1407.7250v1.pdf;./files/MappingR&dSupportInfrastructuresAScientometricAndWebometricStudyOfUkScienceParks.pdf
http://arxiv.org/abs/1501.00224v2;2017-10-01T17:17:24Z;2015-01-01T00:01:07Z;ColoringGamesAndAlgebraicProblemsOnMatroids.pdf;  This Thesis Is Basically Devoted To Matroids    Fundamental Structure Ofcombinatorial Optimization    Though Some Of Our Results Concern Simplicialcomplexes, Or Euclidean Spaces. We Study Old And New Problems For Thesestructures, With Combinatorial, Algebraic, And Topological Flavor.;Michał Lasoń;math.CO;"PhD thesis in computer science, Jagiellonian University, defended 24
  Jan 2014 (updated references)";http://arxiv.org/pdf/1501.00224v2.pdf;./files/ColoringGamesAndAlgebraicProblemsOnMatroids.pdf
http://arxiv.org/abs/1510.09095v1;2015-10-30T14:08:53Z;2015-10-30T14:08:53Z;CompletenessViaCanonicityForCoalgebraicLogics.pdf;  This Thesis Aims To Provide A Suite Of Techniques To Generate Completenessresults For Coalgebraic Logics With Axioms Of Arbitrary Rank. We Have Chosen Toinvestigate The Possibility To Generalize What Is Arguably One Of The Mostsuccessful Methods To Prove Completeness Results In `classical' Modal Logic,namely Completeness Via Canonicity. This Technique Is Particularly Well Suitedto A Coalgebraic Generalization Because Of Its Clean And Abstract Algebraicformalism.;Fredrik Dahlqvist;cs.LO;PhD thesis. 288 pages;http://arxiv.org/pdf/1510.09095v1.pdf;./files/CompletenessViaCanonicityForCoalgebraicLogics.pdf
